date,region,disaster_type,negative_emotion,neutral_emotion,positive_emotion
2024-03-18,경기도,['산불'],0.52,0.39,0.09
2024-03-18,경상남도,['화재'],0.52,0.38,0.1
2024-03-18,경상북도,['산불'],0.39,0.61,0.0
2024-03-19,강원특별자치도,"['호우', '대설']",0.5,0.46,0.04
2024-03-19,경기도,"['교통사고', '환경오염사고']",0.32,0.49,0.19
2024-03-19,경상남도,['산불'],0.52,0.33,0.15
2024-03-19,경상북도,"['강풍', '대설']",0.57,0.37,0.06
2024-03-19,전라남도,"['강풍', '산불']",0.6,0.27,0.13
2024-03-19,충청남도,['강풍'],0.35,0.21,0.44
2024-03-20,강원특별자치도,['대설'],0.6,0.29,0.11
2024-03-20,경상북도,"['풍랑', '강풍', '대설']",0.44,0.53,0.03
2024-03-20,광주광역시,['산불'],0.32,0.66,0.02
2024-03-20,대전광역시,['산불'],0.44,0.15,0.41
2024-03-21,경상북도,['산불'],0.5,0.27,0.23
2024-03-22,강원특별자치도,['대설'],0.49,0.4,0.11
2024-03-22,경기도,"['강풍', '호우', '화재', '풍랑']",0.42,0.5,0.08
2024-03-22,경상남도,['화재'],0.4,0.16,0.44
2024-03-22,경상북도,"['풍랑', '교통', '강풍']",0.3,0.55,0.15
2024-03-22,부산광역시,['강풍'],0.43,0.31,0.26
2024-03-22,전라남도,"['정전', '강풍', '산불']",0.56,0.14,0.3
2024-03-22,전북특별자치도,['산불'],0.21,0.27,0.52
2024-03-22,제주특별자치도,['강풍'],0.28,0.16,0.56
2024-03-22,충청남도,['산불'],0.27,0.25,0.48
2024-03-22,충청북도,['산불'],0.6,0.35,0.05
2024-03-23,경기도,['화재'],0.3,0.29,0.41
2024-03-23,경상남도,['산불'],0.52,0.27,0.21
2024-03-23,부산광역시,['교통'],0.37,0.41,0.22
2024-03-23,전라남도,['산불'],0.43,0.12,0.45
2024-03-25,강원특별자치도,['대설'],0.57,0.33,0.1
2024-03-25,경기도,"['교통사고', '화재']",0.51,0.12,0.37
2024-03-25,제주특별자치도,['풍랑'],0.33,0.45,0.22
2024-03-26,강원특별자치도,"['교통사고', '대설']",0.36,0.35,0.29
2024-03-26,경기도,['화재'],0.6,0.28,0.12
2024-03-26,경상남도,['교통통제'],0.38,0.37,0.25
2024-03-26,경상북도,['풍랑'],0.49,0.15,0.36
2024-03-27,경기도,['화재'],0.49,0.3,0.21
2024-03-28,경기도,['화재'],0.24,0.65,0.11
2024-03-28,경상남도,['호우'],0.29,0.58,0.13
2024-03-28,경상북도,['강풍'],0.34,0.49,0.17
2024-03-28,부산광역시,['호우'],0.5,0.29,0.21
2024-03-28,전북특별자치도,"['강풍', '가뭄']",0.47,0.41,0.12
2024-03-28,제주특별자치도,['호우'],0.39,0.58,0.03
2024-03-28,충청남도,['강풍'],0.57,0.42,0.01
2024-03-29,강원특별자치도,['미세먼지'],0.35,0.23,0.42
2024-03-29,경기도,"['강풍', '미세먼지']",0.5,0.48,0.02
2024-03-29,경상북도,"['강풍', '산불', '미세먼지']",0.46,0.4,0.14
2024-03-29,서울특별시,['미세먼지'],0.3,0.3,0.4
2024-03-29,인천광역시,['황사'],0.25,0.63,0.12
2024-03-29,전라남도,['강풍'],0.41,0.37,0.22
2024-03-29,전북특별자치도,['강풍'],0.29,0.15,0.56
2024-03-29,충청남도,"['강풍', '미세먼지']",0.59,0.4,0.01
2024-03-29,충청북도,['미세먼지'],0.32,0.2,0.48
2024-03-30,강원특별자치도,['화재'],0.39,0.44,0.17
2024-03-30,경기도,['화재'],0.41,0.29,0.3
2024-03-30,부산광역시,['교통'],0.54,0.29,0.17
2024-03-30,전라남도,['산불'],0.3,0.63,0.07
2024-04-01,강원특별자치도,['산불'],0.42,0.16,0.42
2024-04-01,경기도,"['산불', '화재']",0.28,0.17,0.55
2024-04-01,경상북도,['산불'],0.31,0.1,0.59
2024-04-01,인천광역시,['화재'],0.23,0.14,0.63
2024-04-01,전라남도,['산불'],0.55,0.24,0.21
2024-04-02,경기도,['산불'],0.58,0.33,0.09
2024-04-02,경상남도,['호우'],0.29,0.43,0.28
2024-04-02,경상북도,['호우'],0.56,0.16,0.28
2024-04-02,전라남도,['호우'],0.34,0.11,0.55
2024-04-02,제주특별자치도,['호우'],0.31,0.42,0.27
2024-04-02,충청남도,['교통사고'],0.47,0.31,0.22
2024-04-02,충청북도,['산불'],0.34,0.21,0.45
2024-04-03,경상남도,['교통사고'],0.55,0.17,0.28
2024-04-03,경상북도,"['강풍', '풍랑']",0.2,0.1,0.7
2024-04-03,부산광역시,"['호우', '산사태']",0.21,0.74,0.05
2024-04-03,충청북도,['화재'],0.51,0.24,0.25
2024-04-04,경상북도,['풍랑'],0.25,0.36,0.39
2024-04-04,충청남도,['대설'],0.54,0.38,0.08
2024-04-05,경기도,['산불'],0.28,0.2,0.52
2024-04-06,경기도,['산불'],0.2,0.5,0.3
2024-04-06,인천광역시,['산불'],0.25,0.43,0.32
2024-04-06,전라남도,['산불'],0.52,0.26,0.22
2024-04-06,전북특별자치도,['교통'],0.2,0.78,0.02
2024-04-07,강원특별자치도,['산불'],0.24,0.48,0.28
2024-04-07,경상남도,['산불'],0.5,0.19,0.31
2024-04-07,경상북도,['산불'],0.36,0.15,0.49
2024-04-07,대전광역시,['산불'],0.32,0.57,0.11
2024-04-07,서울특별시,['산불'],0.36,0.14,0.5
2024-04-07,인천광역시,['산불'],0.52,0.18,0.3
2024-04-07,전라남도,['산불'],0.26,0.35,0.39
2024-04-08,강원특별자치도,['산불'],0.48,0.32,0.2
2024-04-08,경기도,"['정전', '산불']",0.55,0.27,0.18
2024-04-08,경상남도,['산불'],0.27,0.35,0.38
2024-04-08,경상북도,"['풍랑', '산불']",0.33,0.21,0.46
2024-04-09,강원특별자치도,"['건조', '산불', '화재']",0.38,0.31,0.31
2024-04-09,경기도,['산불'],0.53,0.11,0.36
2024-04-09,경상북도,['풍랑'],0.49,0.46,0.05
2024-04-09,울산광역시,['산불'],0.47,0.12,0.41
2024-04-09,전라남도,['산불'],0.24,0.14,0.62
2024-04-10,강원특별자치도,['산불'],0.28,0.29,0.43
2024-04-10,경상북도,['풍랑'],0.21,0.5,0.29
2024-04-10,대전광역시,['산불'],0.26,0.68,0.06
2024-04-10,전라남도,['산불'],0.41,0.32,0.27
2024-04-11,전라남도,['산불'],0.21,0.44,0.35
2024-04-11,제주특별자치도,['화재'],0.48,0.24,0.28
2024-04-12,강원특별자치도,['산불'],0.21,0.44,0.35
2024-04-12,경상남도,['교통사고'],0.2,0.58,0.22
2024-04-12,전라남도,['산불'],0.45,0.28,0.27
2024-04-13,강원특별자치도,['산불'],0.37,0.38,0.25
2024-04-13,경기도,"['산불', '건조']",0.49,0.4,0.11
2024-04-13,경상남도,['산불'],0.5,0.11,0.39
2024-04-13,경상북도,['산불'],0.43,0.39,0.18
2024-04-13,대전광역시,['산불'],0.24,0.45,0.31
2024-04-13,인천광역시,['산불'],0.39,0.22,0.39
2024-04-13,전라남도,['산불'],0.49,0.21,0.3
2024-04-13,충청남도,['산불'],0.24,0.23,0.53
2024-04-13,충청북도,['산불'],0.31,0.64,0.05
2024-04-14,강원특별자치도,"['산불', '건조']",0.27,0.43,0.3
2024-04-14,경기도,['산불'],0.53,0.17,0.3
2024-04-14,경상남도,['산불'],0.24,0.3,0.46
2024-04-14,경상북도,['산불'],0.44,0.15,0.41
2024-04-14,인천광역시,['산불'],0.28,0.51,0.21
2024-04-14,전라남도,"['산불', '강풍', '호우']",0.48,0.51,0.01
2024-04-14,충청남도,['산불'],0.58,0.11,0.31
2024-04-15,경기도,['교통사고'],0.46,0.36,0.18
2024-04-15,경상북도,['강풍'],0.54,0.16,0.3
2024-04-15,부산광역시,['호우'],0.38,0.49,0.13
2024-04-15,전라남도,['호우'],0.2,0.36,0.44
2024-04-15,제주특별자치도,['풍랑'],0.35,0.24,0.41
2024-04-16,강원특별자치도,"['황사', '미세먼지']",0.43,0.29,0.28
2024-04-16,충청남도,['강풍'],0.55,0.3,0.15
2024-04-17,강원특별자치도,['미세먼지'],0.51,0.15,0.34
2024-04-17,경기도,['건조'],0.47,0.52,0.01
2024-04-17,경상남도,"['황사', '미세먼지']",0.3,0.56,0.14
2024-04-17,경상북도,['황사'],0.44,0.36,0.2
2024-04-17,부산광역시,"['황사', '미세먼지']",0.34,0.1,0.56
2024-04-17,울산광역시,['미세먼지'],0.38,0.36,0.26
2024-04-17,전라남도,['산불'],0.22,0.49,0.29
2024-04-18,강원특별자치도,['황사'],0.49,0.25,0.26
2024-04-18,경상남도,['황사'],0.55,0.15,0.3
2024-04-18,전라남도,"['산불', '미세먼지']",0.56,0.25,0.19
2024-04-19,경상남도,"['황사', '지진']",0.6,0.38,0.02
2024-04-19,경상북도,['풍랑'],0.44,0.28,0.28
2024-04-19,전라남도,['산불'],0.6,0.13,0.27
2024-04-20,경상북도,['강풍'],0.5,0.23,0.27
2024-04-20,부산광역시,['호우'],0.57,0.2,0.23
2024-04-22,경상북도,['강풍'],0.34,0.48,0.18
2024-04-22,제주특별자치도,['지진'],0.57,0.27,0.16
2024-04-23,경기도,['화재'],0.28,0.68,0.04
2024-04-23,경상북도,['강풍'],0.28,0.11,0.61
2024-04-24,강원특별자치도,['호우'],0.36,0.6,0.04
2024-04-24,경상남도,['교통사고'],0.33,0.21,0.46
2024-04-24,경상북도,['강풍'],0.23,0.33,0.44
2024-04-25,경기도,['화재'],0.22,0.74,0.04
2024-04-27,강원특별자치도,['화재'],0.31,0.5,0.19
2024-04-27,부산광역시,['산불'],0.34,0.4,0.26
2024-04-27,전라남도,['산불'],0.51,0.11,0.38
2024-04-28,경기도,"['산불', '화재']",0.53,0.43,0.04
2024-04-28,경상남도,['수도'],0.45,0.28,0.27
2024-04-29,경기도,['화재'],0.25,0.11,0.64
2024-04-29,부산광역시,['호우'],0.31,0.21,0.48
2024-04-29,제주특별자치도,['호우'],0.43,0.25,0.32
2024-04-30,경기도,['화재'],0.57,0.21,0.22
2024-05-01,경기도,['정전'],0.25,0.46,0.29
2024-05-02,광주광역시,['교통사고'],0.36,0.37,0.27
2024-05-03,경상북도,['강풍'],0.27,0.61,0.12
2024-05-03,전라남도,['수도'],0.56,0.11,0.33
2024-05-04,경상남도,['홍수'],0.44,0.31,0.25
2024-05-04,전라남도,"['호우', '수도']",0.25,0.2,0.55
2024-05-04,충청남도,['화재'],0.41,0.44,0.15
2024-05-05,강원특별자치도,['호우'],0.42,0.36,0.22
2024-05-05,경기도,['호우'],0.25,0.15,0.6
2024-05-05,경상남도,"['호우', '산사태', '교통']",0.29,0.35,0.36
2024-05-05,경상북도,"['풍랑', '호우']",0.39,0.14,0.47
2024-05-05,부산광역시,['호우'],0.49,0.1,0.41
2024-05-05,인천광역시,['호우'],0.33,0.49,0.18
2024-05-05,전라남도,"['강풍', '호우', '산사태']",0.24,0.38,0.38
2024-05-05,제주특별자치도,"['강풍', '호우']",0.4,0.26,0.34
2024-05-05,충청남도,"['정전', '교통통제', '강풍']",0.47,0.12,0.41
2024-05-06,경기도,['교통'],0.45,0.31,0.24
2024-05-06,경상남도,"['호우', '산사태']",0.45,0.13,0.42
2024-05-06,전라남도,['호우'],0.57,0.16,0.27
2024-05-06,충청남도,['교통통제'],0.43,0.1,0.47
2024-05-08,경상남도,['호우'],0.46,0.34,0.2
2024-05-09,대구광역시,['화재'],0.32,0.2,0.48
2024-05-10,강원특별자치도,['산불'],0.24,0.66,0.1
2024-05-11,경기도,"['강풍', '화재']",0.39,0.41,0.2
2024-05-11,경상남도,['호우'],0.27,0.14,0.59
2024-05-11,경상북도,['강풍'],0.36,0.45,0.19
2024-05-11,서울특별시,['강풍'],0.22,0.58,0.2
2024-05-11,전라남도,['호우'],0.53,0.28,0.19
2024-05-11,충청남도,['강풍'],0.58,0.13,0.29
2024-05-12,경기도,['수도'],0.41,0.26,0.33
2024-05-12,대구광역시,['미세먼지'],0.44,0.45,0.11
2024-05-14,경기도,['화재'],0.38,0.3,0.32
2024-05-14,경상북도,['강풍'],0.24,0.14,0.62
2024-05-14,서울특별시,['정전'],0.3,0.64,0.06
2024-05-15,강원특별자치도,"['강풍', '호우', '대설']",0.52,0.34,0.14
2024-05-15,경기도,"['강풍', '교통사고', '화재']",0.22,0.76,0.02
2024-05-15,경상남도,"['강풍', '산불']",0.45,0.12,0.43
2024-05-15,경상북도,"['정전', '강풍', '호우', '풍랑']",0.47,0.18,0.35
2024-05-15,광주광역시,['강풍'],0.26,0.24,0.5
2024-05-15,서울특별시,['화재'],0.43,0.17,0.4
2024-05-15,인천광역시,['강풍'],0.33,0.5,0.17
2024-05-15,전라남도,['강풍'],0.37,0.15,0.48
2024-05-15,충청남도,['강풍'],0.53,0.2,0.27
2024-05-16,경기도,['화재'],0.26,0.18,0.56
2024-05-16,경상북도,['강풍'],0.58,0.15,0.27
2024-05-16,전라남도,['강풍'],0.4,0.45,0.15
2024-05-17,경상남도,['화재'],0.24,0.22,0.54
2024-05-17,경상북도,['폭염'],0.23,0.52,0.25
2024-05-17,충청남도,"['교통사고', '화재']",0.27,0.73,0.0
2024-05-18,강원특별자치도,['강풍'],0.26,0.58,0.16
2024-05-18,경기도,['환경오염사고'],0.48,0.4,0.12
2024-05-18,경상북도,"['통신', '교통', '테러']",0.4,0.6,0.0
2024-05-19,경기도,['화재'],0.38,0.14,0.48
2024-05-19,경상남도,['환경오염사고'],0.47,0.14,0.39
2024-05-19,전라남도,['교통사고'],0.3,0.26,0.44
2024-05-20,경기도,['화재'],0.3,0.39,0.31
2024-05-22,전북특별자치도,['화재'],0.42,0.57,0.01
2024-05-23,경기도,"['화재', '환경오염사고']",0.47,0.13,0.4
2024-05-24,경기도,['교통사고'],0.34,0.36,0.3
2024-05-25,경기도,['화재'],0.47,0.35,0.18
2024-05-25,경상남도,"['산불', '화재']",0.38,0.28,0.34
2024-05-25,전라남도,['산불'],0.46,0.24,0.3
2024-05-25,제주특별자치도,['화재'],0.51,0.35,0.14
2024-05-26,경기도,['호우'],0.29,0.31,0.4
2024-05-26,경상북도,"['정전', '호우']",0.3,0.48,0.22
2024-05-26,전라남도,['호우'],0.33,0.39,0.28
2024-05-26,제주특별자치도,['호우'],0.23,0.59,0.18
2024-05-26,충청남도,['호우'],0.25,0.61,0.14
2024-05-26,충청북도,['호우'],0.53,0.1,0.37
2024-05-27,경기도,['정전'],0.24,0.71,0.05
2024-05-27,부산광역시,['교통사고'],0.32,0.44,0.24
2024-05-27,서울특별시,['정전'],0.27,0.47,0.26
2024-05-27,충청북도,"['홍수', '화재']",0.22,0.77,0.01
2024-05-28,경기도,['민방공'],0.31,0.46,0.23
2024-05-28,경상북도,"['강풍', '산불']",0.56,0.38,0.06
2024-05-28,충청북도,['화재'],0.33,0.38,0.29
2024-05-29,강원특별자치도,"['교통', '테러']",0.56,0.43,0.01
2024-05-29,경상남도,['화재'],0.37,0.62,0.01
2024-05-30,경기도,"['산불', '교통사고']",0.46,0.14,0.4
2024-05-31,경기도,['정전'],0.32,0.21,0.47
2024-05-31,서울특별시,['테러'],0.28,0.5,0.22
2024-05-31,충청북도,['산사태'],0.39,0.54,0.07
2024-06-01,서울특별시,['수도'],0.47,0.47,0.06
2024-06-02,충청북도,['수도'],0.55,0.19,0.26
2024-06-03,경기도,"['화재', '수도']",0.46,0.27,0.27
2024-06-03,전라남도,['호우'],0.38,0.18,0.44
2024-06-03,전북특별자치도,['호우'],0.25,0.32,0.43
2024-06-04,광주광역시,['화재'],0.3,0.21,0.49
2024-06-05,경기도,"['교통사고', '화재']",0.25,0.33,0.42
2024-06-06,경상남도,['교통사고'],0.39,0.23,0.38
2024-06-07,서울특별시,['정전'],0.58,0.16,0.26
2024-06-07,전라남도,['환경오염사고'],0.53,0.17,0.3
2024-06-08,경상북도,['호우'],0.6,0.15,0.25
2024-06-08,부산광역시,['호우'],0.39,0.25,0.36
2024-06-08,서울특별시,['정전'],0.25,0.53,0.22
2024-06-08,전라남도,['호우'],0.44,0.29,0.27
2024-06-09,서울특별시,['민방공'],0.24,0.26,0.5
2024-06-09,제주특별자치도,['지진'],0.54,0.29,0.17
2024-06-09,충청남도,['화재'],0.55,0.29,0.16
2024-06-10,경기도,['화재'],0.34,0.52,0.14
2024-06-10,경상남도,['폭염'],0.36,0.39,0.25
2024-06-10,서울특별시,['수도'],0.24,0.39,0.37
2024-06-10,울산광역시,['폭염'],0.54,0.34,0.12
2024-06-10,전북특별자치도,['테러'],0.58,0.36,0.06
2024-06-10,충청북도,['수도'],0.23,0.76,0.01
2024-06-11,경기도,"['폭염', '화재']",0.5,0.14,0.36
2024-06-11,경상남도,['교통사고'],0.41,0.46,0.13
2024-06-11,서울특별시,['수도'],0.42,0.45,0.13
2024-06-11,울산광역시,['폭염'],0.36,0.63,0.01
2024-06-11,충청북도,['수도'],0.26,0.55,0.19
2024-06-12,강원특별자치도,['지진'],0.35,0.5,0.15
2024-06-12,경기도,['폭염'],0.3,0.24,0.46
2024-06-12,경상남도,['폭염'],0.57,0.33,0.1
2024-06-12,경상북도,"['폭염', '붕괴']",0.31,0.25,0.44
2024-06-12,부산광역시,['교통사고'],0.36,0.56,0.08
2024-06-12,서울특별시,['정전'],0.5,0.46,0.04
2024-06-12,세종특별자치시,['지진'],0.58,0.21,0.21
2024-06-12,울산광역시,['폭염'],0.28,0.34,0.38
2024-06-12,전라남도,"['폭염', '지진']",0.55,0.38,0.07
2024-06-12,전북특별자치도,['지진'],0.41,0.42,0.17
2024-06-12,제주특별자치도,"['지진', '화재']",0.5,0.29,0.21
2024-06-12,충청남도,"['지진', '화재']",0.24,0.62,0.14
2024-06-12,충청북도,['지진'],0.31,0.17,0.52
2024-06-13,경기도,"['폭염', '화재']",0.48,0.35,0.17
2024-06-13,경상남도,['폭염'],0.37,0.32,0.31
2024-06-13,경상북도,"['폭염', '산불', '화재', '붕괴']",0.57,0.22,0.21
2024-06-13,대구광역시,['폭염'],0.59,0.21,0.2
2024-06-13,울산광역시,['폭염'],0.54,0.38,0.08
2024-06-13,인천광역시,['화재'],0.44,0.51,0.05
2024-06-13,전라남도,['화재'],0.35,0.46,0.19
2024-06-14,강원특별자치도,['산불'],0.22,0.21,0.57
2024-06-14,경기도,['폭염'],0.55,0.13,0.32
2024-06-14,경상남도,"['폭염', '교통사고']",0.49,0.22,0.29
2024-06-14,경상북도,"['폭염', '붕괴']",0.3,0.42,0.28
2024-06-14,대구광역시,['폭염'],0.49,0.44,0.07
2024-06-14,울산광역시,['폭염'],0.25,0.4,0.35
2024-06-15,경상남도,['호우'],0.42,0.43,0.15
2024-06-15,경상북도,"['폭염', '강풍', '호우', '붕괴']",0.29,0.44,0.27
2024-06-15,부산광역시,"['강풍', '호우']",0.5,0.12,0.38
2024-06-15,울산광역시,['호우'],0.2,0.8,0.0
2024-06-15,충청북도,['호우'],0.35,0.43,0.22
2024-06-16,경상북도,['폭염'],0.38,0.58,0.04
2024-06-17,강원특별자치도,['산불'],0.22,0.41,0.37
2024-06-17,경기도,['화재'],0.25,0.6,0.15
2024-06-17,경상북도,"['화재', '환경오염사고']",0.21,0.12,0.67
2024-06-17,대구광역시,['폭염'],0.24,0.3,0.46
2024-06-17,울산광역시,['화재'],0.23,0.43,0.34
2024-06-18,경기도,['화재'],0.34,0.38,0.28
2024-06-18,경상남도,['폭염'],0.32,0.25,0.43
2024-06-18,경상북도,['폭염'],0.42,0.32,0.26
2024-06-18,광주광역시,['산불'],0.46,0.5,0.04
2024-06-18,대구광역시,"['폭염', '화재']",0.45,0.22,0.33
2024-06-18,부산광역시,['폭염'],0.54,0.34,0.12
2024-06-18,전라남도,['폭염'],0.56,0.2,0.24
2024-06-18,전북특별자치도,['폭염'],0.22,0.36,0.42
2024-06-18,충청남도,['폭염'],0.6,0.17,0.23
2024-06-19,강원특별자치도,['폭염'],0.28,0.47,0.25
2024-06-19,경기도,['폭염'],0.29,0.59,0.12
2024-06-19,경상남도,"['폭염', '교통사고']",0.38,0.12,0.5
2024-06-19,경상북도,"['폭염', '화재']",0.46,0.3,0.24
2024-06-19,대구광역시,['폭염'],0.5,0.45,0.05
2024-06-19,부산광역시,['폭염'],0.44,0.44,0.12
2024-06-19,서울특별시,"['폭염', '화재']",0.55,0.12,0.33
2024-06-19,세종특별자치시,['폭염'],0.5,0.39,0.11
2024-06-19,전북특별자치도,['폭염'],0.31,0.54,0.15
2024-06-19,제주특별자치도,['호우'],0.23,0.59,0.18
2024-06-19,충청남도,"['폭염', '수도']",0.56,0.19,0.25
2024-06-19,충청북도,['폭염'],0.35,0.26,0.39
2024-06-20,강원특별자치도,['폭염'],0.4,0.59,0.01
2024-06-20,경기도,"['폭염', '전염병', '화재']",0.6,0.27,0.13
2024-06-20,경상북도,['폭염'],0.31,0.62,0.07
2024-06-20,대구광역시,['폭염'],0.49,0.48,0.03
2024-06-20,서울특별시,['화재'],0.33,0.55,0.12
2024-06-20,인천광역시,['호우'],0.33,0.23,0.44
2024-06-20,전라남도,['강풍'],0.41,0.15,0.44
2024-06-20,전북특별자치도,['폭염'],0.23,0.15,0.62
2024-06-20,제주특별자치도,['호우'],0.24,0.61,0.15
2024-06-20,충청남도,['폭염'],0.5,0.17,0.33
2024-06-20,충청북도,['폭염'],0.33,0.61,0.06
2024-06-21,강원특별자치도,['폭염'],0.48,0.19,0.33
2024-06-21,경기도,['폭염'],0.58,0.17,0.25
2024-06-21,경상남도,['호우'],0.21,0.69,0.1
2024-06-21,전라남도,['호우'],0.59,0.19,0.22
2024-06-21,전북특별자치도,"['폭염', '호우']",0.36,0.41,0.23
2024-06-21,제주특별자치도,['호우'],0.54,0.35,0.11
2024-06-22,경기도,['호우'],0.45,0.32,0.23
2024-06-22,경상남도,['호우'],0.57,0.15,0.28
2024-06-22,경상북도,"['호우', '산사태']",0.23,0.41,0.36
2024-06-22,광주광역시,['호우'],0.58,0.27,0.15
2024-06-22,부산광역시,['호우'],0.47,0.43,0.1
2024-06-22,전라남도,"['강풍', '호우']",0.32,0.51,0.17
2024-06-22,전북특별자치도,['호우'],0.33,0.45,0.22
2024-06-22,제주특별자치도,['지진'],0.56,0.28,0.16
2024-06-22,충청남도,['호우'],0.47,0.3,0.23
2024-06-22,충청북도,['호우'],0.5,0.4,0.1
2024-06-23,경기도,['호우'],0.36,0.41,0.23
2024-06-23,부산광역시,['교통사고'],0.24,0.73,0.03
2024-06-23,제주특별자치도,['호우'],0.4,0.51,0.09
2024-06-23,충청북도,['교통통제'],0.56,0.11,0.33
2024-06-24,경기도,['화재'],0.24,0.18,0.58
2024-06-24,경상남도,['교통사고'],0.22,0.12,0.66
2024-06-24,경상북도,['호우'],0.26,0.31,0.43
2024-06-24,부산광역시,['교통사고'],0.33,0.22,0.45
2024-06-25,경기도,"['전염병', '환경오염사고']",0.27,0.38,0.35
2024-06-25,제주특별자치도,['호우'],0.41,0.18,0.41
2024-06-26,경기도,['전염병'],0.43,0.41,0.16
2024-06-26,경상남도,['화재'],0.35,0.21,0.44
2024-06-27,강원특별자치도,['폭염'],0.32,0.39,0.29
2024-06-27,경기도,['화재'],0.28,0.19,0.53
2024-06-27,경상북도,['호우'],0.25,0.41,0.34
2024-06-27,인천광역시,['전염병'],0.22,0.39,0.39
2024-06-27,제주특별자치도,['호우'],0.39,0.57,0.04
2024-06-28,강원특별자치도,['폭염'],0.5,0.19,0.31
2024-06-28,경기도,['화재'],0.5,0.16,0.34
2024-06-28,경상북도,"['폭염', '호우']",0.57,0.38,0.05
2024-06-28,인천광역시,['전염병'],0.48,0.48,0.04
2024-06-28,전북특별자치도,['호우'],0.41,0.43,0.16
2024-06-28,충청남도,['화재'],0.34,0.63,0.03
2024-06-29,강원특별자치도,"['호우', '산사태']",0.47,0.24,0.29
2024-06-29,경기도,"['정전', '산사태', '교통사고', '호우', '화재']",0.3,0.62,0.08
2024-06-29,경상남도,['호우'],0.27,0.57,0.16
2024-06-29,경상북도,"['풍랑', '호우', '산사태', '강풍']",0.58,0.38,0.04
2024-06-29,광주광역시,['호우'],0.25,0.11,0.64
2024-06-29,대전광역시,['호우'],0.32,0.3,0.38
2024-06-29,부산광역시,"['호우', '산사태']",0.43,0.55,0.02
2024-06-29,세종특별자치시,['호우'],0.34,0.48,0.18
2024-06-29,울산광역시,['호우'],0.53,0.29,0.18
2024-06-29,인천광역시,['호우'],0.56,0.24,0.2
2024-06-29,전라남도,"['호우', '산사태']",0.58,0.38,0.04
2024-06-29,전북특별자치도,"['호우', '산사태']",0.33,0.51,0.16
2024-06-29,제주특별자치도,"['강풍', '호우']",0.32,0.14,0.54
2024-06-29,충청남도,['호우'],0.22,0.28,0.5
2024-06-29,충청북도,['호우'],0.53,0.29,0.18
2024-06-30,강원특별자치도,['호우'],0.49,0.23,0.28
2024-06-30,경상남도,"['정전', '호우', '산사태']",0.5,0.36,0.14
2024-06-30,경상북도,"['풍랑', '호우', '강풍']",0.38,0.27,0.35
2024-06-30,부산광역시,"['강풍', '호우']",0.43,0.35,0.22
2024-06-30,전라남도,"['호우', '산사태']",0.23,0.74,0.03
2024-06-30,전북특별자치도,['산사태'],0.21,0.1,0.69
2024-06-30,제주특별자치도,"['강풍', '호우']",0.47,0.37,0.16
2024-07-01,경기도,"['교통사고', '화재']",0.22,0.75,0.03
2024-07-01,경상남도,['호우'],0.37,0.14,0.49
2024-07-01,경상북도,"['호우', '환경오염사고']",0.32,0.27,0.41
2024-07-01,서울특별시,['화재'],0.34,0.61,0.05
2024-07-01,충청남도,['호우'],0.22,0.46,0.32
2024-07-02,강원특별자치도,"['호우', '산사태']",0.2,0.74,0.06
2024-07-02,경기도,"['산사태', '호우', '화재']",0.25,0.42,0.33
2024-07-02,경상남도,['호우'],0.42,0.13,0.45
2024-07-02,경상북도,['호우'],0.6,0.13,0.27
2024-07-02,부산광역시,['호우'],0.3,0.21,0.49
2024-07-02,서울특별시,"['정전', '호우']",0.28,0.2,0.52
2024-07-02,세종특별자치시,['호우'],0.52,0.18,0.3
2024-07-02,울산광역시,['호우'],0.55,0.28,0.17
2024-07-02,인천광역시,['호우'],0.22,0.22,0.56
2024-07-02,전라남도,['호우'],0.54,0.41,0.05
2024-07-02,전북특별자치도,['호우'],0.43,0.14,0.43
2024-07-02,제주특별자치도,['강풍'],0.47,0.17,0.36
2024-07-02,충청남도,"['호우', '산사태']",0.3,0.53,0.17
2024-07-02,충청북도,['호우'],0.3,0.15,0.55
2024-07-03,경기도,['호우'],0.3,0.45,0.25
2024-07-03,경상남도,"['폭염', '교통사고']",0.55,0.15,0.3
2024-07-03,경상북도,"['폭염', '강풍', '산사태']",0.45,0.52,0.03
2024-07-03,광주광역시,['폭염'],0.54,0.4,0.06
2024-07-03,대구광역시,['폭염'],0.4,0.21,0.39
2024-07-03,부산광역시,['폭염'],0.46,0.51,0.03
2024-07-03,전라남도,['폭염'],0.6,0.34,0.06
2024-07-03,전북특별자치도,['폭염'],0.21,0.44,0.35
2024-07-03,충청남도,['산사태'],0.2,0.39,0.41
2024-07-04,경기도,['호우'],0.32,0.57,0.11
2024-07-04,경상남도,"['폭염', '호우']",0.47,0.21,0.32
2024-07-04,경상북도,"['폭염', '교통통제']",0.51,0.17,0.32
2024-07-04,대구광역시,['폭염'],0.37,0.47,0.16
2024-07-04,부산광역시,['폭염'],0.28,0.57,0.15
2024-07-04,인천광역시,['전염병'],0.52,0.13,0.35
2024-07-04,전라남도,['폭염'],0.49,0.51,0.0
2024-07-04,전북특별자치도,"['폭염', '호우']",0.39,0.26,0.35
2024-07-04,충청남도,['호우'],0.47,0.44,0.09
2024-07-05,경기도,"['전염병', '화재']",0.38,0.22,0.4
2024-07-05,경상남도,"['폭염', '호우', '화재']",0.59,0.35,0.06
2024-07-05,경상북도,"['폭염', '강풍']",0.31,0.66,0.03
